ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,made,mage,mle,imle,spl,containment,contour,maxe,oda,dwae,mqae,ewmae,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,mle_weighted,imle_weighted,spl_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,ewmae_weighted,containment_weighted,contour_weighted,TotalRuntimeSeconds,Score,index
91bb392160e78b8d0b539c52c99fd3f7,UnivariateMotif,"{""window"": 14, ""point_method"": ""median"", ""distance_metric"": ""minkowski"", ""k"": 5, ""max_windows"": 10000}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""SeasonalDifference""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {""lag_1"": 7, ""method"": ""LastValue""}}}",0,4,1.5477263183693713e-15,9.251858538542971e-19,3.0584776071638818e-18,2.266048301847052e-16,9.251858538542971e-19,9.251858538542971e-19,9.251858538542971e-19,1.133024150923526e-16,0.9166666666666667,1.0,1.3877787807814457e-17,1.0,1.0,0.0,2.043055114238648e-18,1.5477263183693713e-15,9.251858538542971e-19,3.0584776071638818e-18,2.266048301847052e-16,9.251858538542971e-19,9.251858538542971e-19,9.251858538542971e-19,1.133024150923526e-16,1.3877787807814457e-17,1.0,1.0,0.0,2.043055114238648e-18,0.9166666666666667,1.0,0.020825,1.993493342678382e+16,
91bb392160e78b8d0b539c52c99fd3f7,UnivariateMotif,"{""window"": 14, ""point_method"": ""median"", ""distance_metric"": ""minkowski"", ""k"": 5, ""max_windows"": 10000}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""SeasonalDifference""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {""lag_1"": 7, ""method"": ""LastValue""}}}",0,4,1.5477263183693713e-15,9.251858538542971e-19,3.0584776071638818e-18,2.266048301847052e-16,9.251858538542971e-19,9.251858538542971e-19,9.251858538542971e-19,1.133024150923526e-16,0.9166666666666667,1.0,1.3877787807814457e-17,1.0,1.0,0.0,2.043055114238648e-18,1.5477263183693713e-15,9.251858538542971e-19,3.0584776071638818e-18,2.266048301847052e-16,9.251858538542971e-19,9.251858538542971e-19,9.251858538542971e-19,1.133024150923526e-16,1.3877787807814457e-17,1.0,1.0,0.0,2.043055114238648e-18,0.9166666666666667,1.0,0.020825,1.993493342678382e+16,553.0
98ce44b7589f3933b376d233dc35d443,MetricMotif,"{""window"": 5, ""point_method"": ""mean"", ""distance_metric"": ""mse"", ""k"": 10, ""comparison_transformation"": {""fillna"": ""mean"", ""transformations"": {""0"": ""EWMAFilter""}, ""transformation_params"": {""0"": {""span"": 7}}}, ""combination_transformation"": {""fillna"": ""ffill"", ""transformations"": {""0"": ""ClipOutliers""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}}}}","{""fillna"": ""fake_date"", ""transformations"": {""0"": ""SeasonalDifference"", ""1"": ""ClipOutliers"", ""2"": ""SeasonalDifference""}, ""transformation_params"": {""0"": {""lag_1"": 7, ""method"": ""Mean""}, ""1"": {""method"": ""clip"", ""std_threshold"": 4, ""fillna"": null}, ""2"": {""lag_1"": 12, ""method"": ""LastValue""}}}",0,4,0.0019167798083004235,8.739970542886305e-07,1.0408786889950937e-06,0.00019099231293739186,8.739970542886305e-07,8.739967325039122e-07,8.739968142110198e-07,1.768078917681165e-05,1.0,1.0,2.1312937755479933e-06,1.0,1.0000530408956723,6.800841476840557e-07,3.299296701597668e-06,0.0019167798083004235,8.739970542886305e-07,1.0408786889950937e-06,0.00019099231293739186,8.739970542886305e-07,8.739967325039122e-07,8.739968142110198e-07,1.768078917681165e-05,2.1312937755479933e-06,1.0,1.0000530408956723,6.800841476840557e-07,3.299296701597668e-06,1.0,1.0,0.017575,1.996117321054959e+16,584.0
5ce1bce40a7e458abbb3ad876da9f889,UnivariateRegression,"{""regression_model"": {""model"": ""DecisionTree"", ""model_params"": {""max_depth"": null, ""min_samples_split"": 2}}, ""holiday"": false, ""mean_rolling_periods"": null, ""macd_periods"": null, ""std_rolling_periods"": null, ""max_rolling_periods"": 7, ""min_rolling_periods"": 7, ""ewm_var_alpha"": null, ""ewm_alpha"": 0.2, ""additional_lag_periods"": 363, ""abs_energy"": false, ""rolling_autocorr_periods"": null, ""add_date_part"": ""simple_binarized"", ""polynomial_degree"": null, ""x_transform"": null, ""regression_type"": null, ""window"": 10}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""RobustScaler"", ""1"": ""MaxAbsScaler"", ""2"": ""SeasonalDifference""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {""lag_1"": 60, ""method"": ""Mean""}}}",0,4,1.9444687506027632e-16,5.782411586589357e-20,2.2395183775777384e-19,1.416677278358188e-17,5.782411586589357e-20,5.782411586589357e-20,5.782411586589357e-20,0.19988271392411458,1.0,1.0,3.469446951953614e-18,1.0,1.0,0.0,2.5407746281675727e-19,1.9444687506027632e-16,5.782411586589357e-20,2.2395183775777384e-19,1.416677278358188e-17,5.782411586589357e-20,5.782411586589357e-20,5.782411586589357e-20,0.19988271392411458,3.469446951953614e-18,1.0,1.0,0.0,2.5407746281675727e-19,1.0,1.0,1.304675,4.1318001598567016e+16,373.0
1813ced875c6458922e336d65a3d2bc9,ARIMA,"{""p"": 4, ""d"": 0, ""q"": 7, ""regression_type"": ""User""}","{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}}}",0,4,13.11603292664774,0.006156899272216031,0.007670742380705895,0.7685069542755237,0.006156899272216031,0.006149249157419328,0.006134019188595769,0.2226722287674229,0.9833333333333334,0.6666666666666666,0.02246669849274926,0.8166666666666667,4.863245590668296,0.004325151257649075,0.02450384307582843,13.11603292664774,0.006156899272216031,0.007670742380705895,0.7685069542755237,0.006156899272216031,0.006149249157419328,0.006134019188595769,0.2226722287674229,0.02246669849274926,0.8166666666666667,4.863245590668296,0.004325151257649075,0.02450384307582843,0.9833333333333334,0.6666666666666666,1318.391775,2.14884326896814e+17,99.0
a1dae0a94ef91596060f374fc5905140,ARDL,"{""lags"": 7, ""trend"": ""c"", ""order"": 2, ""causal"": false, ""regression_type"": ""User""}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""Detrend"", ""1"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""model"": ""Linear"", ""phi"": 1, ""window"": null, ""transform_dict"": {""fillna"": null, ""transformations"": {""0"": ""EWMAFilter""}, ""transformation_params"": {""0"": {""span"": 2}}}}, ""1"": {""output_distribution"": ""uniform"", ""n_quantiles"": 1000}}}",0,4,12.895351821570868,0.006065748055773396,0.0076031377239256445,0.7722611057915622,0.006065748055773396,0.006058230234341202,0.0060433781160746745,0.24366118638624074,0.9833333333333334,0.6333333333333333,0.023082393592414284,0.8166666666666667,4.8613870485575825,0.004252692792181182,0.024080889081448308,12.895351821570868,0.006065748055773396,0.0076031377239256445,0.7722611057915622,0.006065748055773396,0.006058230234341202,0.0060433781160746745,0.24366118638624074,0.023082393592414284,0.8166666666666667,4.8613870485575825,0.004252692792181182,0.024080889081448308,0.9833333333333334,0.6333333333333333,0.1805,2.1536577518582704e+17,612.0
12564ab688541f4bba2243ad151cacc0,SeasonalNaive,"{""method"": ""mean"", ""lag_1"": 364, ""lag_2"": 60}","{""fillna"": ""KNNImputer"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""RobustScaler""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {}}}",0,4,13.084163701381598,0.00616373988271262,0.007876758611496396,0.7566483373674057,0.00616373988271262,0.006157266408194783,0.006138823383367228,0.2298878008969295,0.9666666666666667,0.6666666666666666,0.023407754528749165,0.8166666666666667,4.86068585901176,0.00424820365846193,0.023931774748979086,13.084163701381598,0.00616373988271262,0.007876758611496396,0.7566483373674057,0.00616373988271262,0.006157266408194783,0.006138823383367228,0.2298878008969295,0.023407754528749165,0.8166666666666667,4.86068585901176,0.00424820365846193,0.023931774748979086,0.9666666666666667,0.6666666666666666,0.04585,2.1584991460840755e+17,78.0
a585404e281dea64ad1635eff84a66e5,DatepartRegression,"{""regression_model"": {""model"": ""ExtraTrees"", ""model_params"": {""n_estimators"": 100, ""min_samples_leaf"": 4, ""max_depth"": 10}}, ""datepart_method"": ""expanded"", ""polynomial_degree"": null, ""regression_type"": null}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""SeasonalDifference""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {""lag_1"": 31, ""method"": ""Mean""}}}",0,4,12.77148713594433,0.006028325044688153,0.007753073977740142,0.788099480750012,0.006028325044688153,0.006013531318286585,0.006012204656773067,0.23707300364821385,0.9666666666666667,0.5166666666666666,0.02213731014146777,0.8166666666666667,4.859123260737959,0.003962201551904925,0.024470507868361056,12.77148713594433,0.006028325044688153,0.007753073977740142,0.788099480750012,0.006028325044688153,0.006013531318286585,0.006012204656773067,0.23707300364821385,0.02213731014146777,0.8166666666666667,4.859123260737959,0.003962201551904925,0.024470507868361056,0.9666666666666667,0.5166666666666666,3.40515,2.1622893491843594e+17,626.0
c8cd0354676d3e2449fce19fcaf8074b,AverageValueNaive,"{""method"": ""Mean"", ""window"": null}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""Round""}, ""transformation_params"": {""0"": {""output_distribution"": ""normal"", ""n_quantiles"": 20}, ""1"": {""model"": ""middle"", ""decimals"": 2, ""on_transform"": true, ""on_inverse"": false}}}",0,4,13.293828762696542,0.006263633308073235,0.007962250536538124,0.7821487556476899,0.006263633308073235,0.006256272470847997,0.0062386679888899515,0.24786521284087432,0.8500000000000001,0.5666666666666667,0.02555762016550829,0.8166666666666667,4.860584886080591,0.004301222702821109,0.024115383731456594,13.293828762696542,0.006263633308073235,0.007962250536538124,0.7821487556476899,0.006263633308073235,0.006256272470847997,0.0062386679888899515,0.24786521284087432,0.02555762016550829,0.8166666666666667,4.860584886080591,0.004301222702821109,0.024115383731456594,0.8500000000000001,0.5666666666666667,0.028775,2.2235117303535315e+17,768.0
4eabb537d9c4c0f863cee91e68139d39,GLM,"{""family"": ""Binomial"", ""constant"": false, ""regression_type"": ""datepart""}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}, ""1"": {""output_distribution"": ""uniform"", ""n_quantiles"": 1000}}}",0,4,13.30497752166473,0.006268647764440803,0.007952687251396558,0.782422010530332,0.006268647764440803,0.006261045786269821,0.006244021595802759,0.24704763629006143,0.9833333333333334,0.5666666666666667,0.025384445000000005,0.8166666666666667,4.860700978551219,0.004306597722052878,0.024127374358445468,13.30497752166473,0.006268647764440803,0.007952687251396558,0.782422010530332,0.006268647764440803,0.006261045786269821,0.006244021595802759,0.24704763629006143,0.025384445000000005,0.8166666666666667,4.860700978551219,0.004306597722052878,0.024127374358445468,0.9833333333333334,0.5666666666666667,15.118974999999999,2.2236349795559453e+17,323.0
